"","ID","fundBakers","fundUSDRate","fundUSDPledged","creator","city","state","isStaffpick","categoryParent","categoryChild","fundUSDGoal","fundLength","descriptionLength","hasVideo","amountFAQ","amountUpdates","amountComments","amountImages","amountGifs","amountVideos","amountRewards","lowestReward","url","name","blurb","fundState","fundGoal","fundPledged","country","fundCurrency","fundCurrencySymbol","fundEnd","fundStart"
"1486",1956917090,107,1.12617559,3094.73052132,"Empire Arts","Tallinn","Harju County",FALSE,"games","playing cards",2477.586298,32,480,TRUE,1,17,11,27,0,0,7,5,"https://www.kickstarter.com/projects/320299580/arbores-playing-cards?ref=category","Arbores Playing Cards","Premium and luxurious custom playing cards with Silver foil. Symbolizes nature and forests. Designed for art lovers.",TRUE,2200,2748,"DE","EUR","€",2016-05-18,2016-04-16
"1487",1956982626,234,1,12077,"Barry","Boston","MA",FALSE,"games","playing cards",12000,18,611,FALSE,1,14,21,25,0,0,18,12,"https://www.kickstarter.com/projects/965813174/samsara-and-sky-descender-playing-cards?ref=category","Bicycle Samsara & Sky Descender Playing Cards","4 decks of unique playing cards inspired by ancient Chinese concepts. Choose from either Bicycle branded or unbranded. Printed by USPCC",TRUE,12000,12077,"US","USD","$",2016-10-03,2016-09-15
"1488",1957267681,108,1,5192,"Kacio Initiative","Buffalo","NY",FALSE,"games","playing cards",5000,30,518,TRUE,0,4,13,11,0,0,13,13,"https://www.kickstarter.com/projects/738837708/the-triangles-prototype-playing-cards-bee-stock?ref=category","The Triangles Prototype playing cards - BEE stock by USPC","A Beautiful deck of playing cards. TTP has been produced in a limited quantity.",TRUE,5000,5192,"US","USD","$",2015-03-17,2015-02-15
"1489",1958250957,364,0.7759794,11012.6996448,"Kardify Projects","Brisbane","QLD",FALSE,"games","playing cards",9311.7528,20,973,FALSE,0,20,80,20,0,0,9,2,"https://www.kickstarter.com/projects/kardify/viridian-playing-cards?ref=category","VIRIDIAN Playing Cards","Beautifully crafted exquisite deck of playing cards. At an unbeatable price.",TRUE,12000,14192,"AU","AUD","$",2015-07-07,2015-06-17
"1491",1958987265,181,1,4161,"Collectable Playing Cards","Huntley","IL",FALSE,"games","playing cards",5000,30,315,FALSE,0,1,8,21,0,0,6,11,"https://www.kickstarter.com/projects/2104052526/bicycle-gluttony-playing-cards?ref=category","Bicycle Gluttony Playing Cards","Feast like a King with Bicycles Gluttony Playing Cards",FALSE,5000,4161,"US","USD","$",2016-04-07,2016-03-08
"1492",1959818680,46,1.52350076,1325.4456612,"Rafi Arkin","London","England",FALSE,"games","playing cards",304.700152,29,1096,TRUE,0,8,8,12,0,0,7,1,"https://www.kickstarter.com/projects/1028952384/letter-playing-cards-hundreds-of-word-games-in-one?ref=category","Letter Playing Cards - Hundreds of Word Games in One Deck","The Alphabet. The Finest Playing Cards. Now you can play hundreds of word games with one deck of Letter Playing Cards",TRUE,200,870,"GB","GBP","£",2015-12-14,2015-11-15
"1494",1962413478,173,1,7158.76,"Terry Doll","Rochester","NY",FALSE,"games","playing cards",6500,56,1791,FALSE,5,17,29,18,0,0,11,5,"https://www.kickstarter.com/projects/conethgames/llods-carnival-playing-cards?ref=category","Llod's Traveling Carnival Limited Edition Playing Cards","A unique set of limited edition playing cards with a theme based on steampunk, science fantasy and ancient alien technology.",TRUE,6500,7158.76,"US","USD","$",2018-08-15,2018-06-20
"1497",1967260028,275,1,13145,"Edgy Brothers","Los Angeles","CA",FALSE,"games","playing cards",13000,23,490,FALSE,0,30,36,11,0,0,11,11,"https://www.kickstarter.com/projects/213168680/royal-house-limited-edition-by-edgy-brothers?ref=category","Royal House Limited Edition by Edgy Brothers","A USPCC made, Edgy Brothers designed deck of custom playing cards inspired by historic royal houses of Europe.",TRUE,13000,13145,"US","USD","$",2015-11-19,2015-10-27
"1498",1970210031,50,1.17519999,1953.18238338,"Michele Spatola","Milan","Lombardy",FALSE,"games","playing cards",6101.63834808,30,380,FALSE,0,3,1,20,0,0,12,9,"https://www.kickstarter.com/projects/1184340203/opera-playing-cards?ref=category","Opera Playing Cards","The sensation of looking at and handling the cards should be pleasurable, regardless of wanting to play with them or not.",FALSE,5192,1662,"IT","EUR","€",2017-08-30,2017-07-31
"1499",1970318511,20,1.17387563,1758.46569374,"Rana Mahmood","Hamburg","Hamburg",FALSE,"games","playing cards",11738.7563,30,402,FALSE,0,2,1,11,0,0,22,15,"https://www.kickstarter.com/projects/379839377/creatures-deck-of-cards?ref=category","Creatures´ Deck of Cards","A set of 54 hand drawn Poker playing cards with a fantasy theme.",FALSE,10000,1498,"DE","EUR","€",2017-09-10,2017-08-11
"1501",1971601706,439,1,23879,"Jody Eklund","Aurora","CO",FALSE,"games","playing cards",18000,30,1153,TRUE,0,14,55,23,0,0,18,12,"https://www.kickstarter.com/projects/910678389/top-aces-of-wwi-playing-cards?ref=category","Top Aces of WWI Playing Cards","The Top Aces of WWI playing cards is dedicated to the many flying daredevils who risked their lives for the ultimate thrill of victory",TRUE,18000,23879,"US","USD","$",2017-11-16,2017-10-17
"1502",1973809277,63,1.1372075,2307.3940175,"Julian Stiber","Augsburg","Bavaria",FALSE,"games","playing cards",5686.0375,30,851,FALSE,0,3,2,8,0,0,8,8,"https://www.kickstarter.com/projects/51142487/usagi-playing-cards-classic-dots?ref=category","Usagi Playing Cards: Classic Dots","A modern deck of high quality playing cards.",FALSE,5000,2029,"DE","EUR","€",2015-11-12,2015-10-13
"1504",1978656211,111,1.20302199,4210.576965,"Empire Arts","Rosenheim","Bavaria",FALSE,"games","playing cards",2940.18574356,31,346,FALSE,0,5,18,20,0,0,7,11,"https://www.kickstarter.com/projects/320299580/arbores-v2-playing-cards?ref=category","Arbores V2 Playing Cards","Arbores V.2 Premium playing cards, designed with attention to detail and printed in high quality playing card stock. For collectors.",TRUE,2444,3500,"DE","EUR","€",2018-02-08,2018-01-08
"1505",1980162030,61,1,4694,"Jacqueline DeCesare Lavin","New York","NY",FALSE,"games","playing cards",1100,60,280,TRUE,0,1,47,5,0,0,17,25,"https://www.kickstarter.com/projects/971621985/samurai-playing-card-deck?ref=category","Samurai Playing Cards Deck","I have created a hand drawn Samurai playing card deck (52 cards) that I want to have 100 decks professionally printed and distributed!",TRUE,1100,4694,"US","USD","$",2017-06-09,2017-04-10
"1506",1981087435,374,1,11899,"Roman Kotiv","Glendale","CA",FALSE,"games","playing cards",5000,30,759,FALSE,5,19,108,22,0,0,12,1,"https://www.kickstarter.com/projects/891191024/back-to-the-asylum-playing-cards-by-noirarts-npcc?ref=category","Back to The Asylum Playing Cards by NoirArts (NPCC)","""Something old, something new, face the madness deja vu..."" Moment of madness embodied in two beautifully deranged decks of cards!",TRUE,5000,11899,"US","USD","$",2015-05-31,2015-05-01
"1509",1981997620,655,1,19432,"Cellar Window","Queens","NY",FALSE,"games","playing cards",8000,36,623,FALSE,0,12,130,20,0,0,16,1,"https://www.kickstarter.com/projects/1445131985/don-quixote-playing-cards-vol1?ref=category","Don Quixote Playing Cards Vol.1","Custom-illustrated playing cards inspired by the famous novel titled - The Ingenious Gentleman Don Quixote of La Mancha.",TRUE,8000,19432,"US","USD","$",2016-05-25,2016-04-19
"1512",1987432942,144,1,9267,"Charles Grass","Bronx","NY",TRUE,"games","playing cards",8500,45,819,TRUE,0,14,13,13,0,0,11,1,"https://www.kickstarter.com/projects/1919196710/arx-playing-cards-by-lucid52?ref=category","ARX Playing Cards, by Lucid52","A 100% custom deck of luxury playing cards.  Traditional cut, bee stock, air cushion finish.  Perfect for card players, and magicians",TRUE,8500,9267,"US","USD","$",2017-10-16,2017-09-01
"1513",1987490540,196,1,8790,"Handlordz LLC","Fort Worth","TX",FALSE,"games","playing cards",1000,14,730,FALSE,0,6,17,19,0,0,13,13,"https://www.kickstarter.com/projects/1014462851/cardistry-ninjas-wildberry-limited-edition?ref=category","CARDISTRY NINJAS WILDBERRY LIMITED EDITION","Bold, beautiful and made for all card lovers - from the mind of playing card legend De'vo vom Schattenreich. 14 days only!",TRUE,1000,8790,"US","USD","$",2018-07-16,2018-07-02
"1514",1988011944,505,1,15613,"Mike Wilson - Thedoc318","Fishers","IN",FALSE,"games","playing cards",6000,34,876,FALSE,0,23,70,11,0,0,21,12,"https://www.kickstarter.com/projects/thedoc318/oculus-playing-cards?ref=category","OCULUS Playing Cards","OCULUS is designed to be one of the first worker decks for cardists, while maintaining superior handle, design and affordability.",TRUE,6000,15613,"US","USD","$",2017-10-18,2017-09-14
"1515",1988663003,142,1,4871,"Ed M.Crown","Santiago","Santiago Metropolitan Region",FALSE,"games","playing cards",10000,30,428,TRUE,0,4,24,20,0,0,7,10,"https://www.kickstarter.com/projects/edmcrown/black-tales-playing-cards-chpt-i-the-arrival?ref=category","Black Tales Playing Cards - Chpt. I The Arrival","Custom Playing Cards inspired by Pirates - Traditional feel design awesome for magic, beautiful colors for cardistry, printed by USPCC,",FALSE,10000,4871,"US","USD","$",2018-04-11,2018-03-12
"1516",1989389314,102,0.74925056,2492.00736256,"Andre Garneau","Quebec","QC",FALSE,"games","playing cards",5394.604032,22,828,TRUE,0,3,1,7,0,0,8,14,"https://www.kickstarter.com/projects/863513222/my-lucky-playing-cards?ref=category","My Lucky Playing Cards","A stolen deck of playing cards could lead to intergalactic war. Let's help prevent that.",FALSE,7200,3326,"CA","CAD","$",2016-11-18,2016-10-27
"1517",1991488231,13,1,524,"House of Hartsoe","Las Vegas","NV",FALSE,"games","playing cards",99,7,352,FALSE,0,2,0,18,0,0,4,25,"https://www.kickstarter.com/projects/356411186/strangeling-girls-vol-1-nsfw?ref=category","Strangeling Girls Vol. 1 Limited Edition","Strangling Poker Playing Card Deck brings some Limited Edition sexy fun art to your card gaming nights.",TRUE,99,524,"US","USD","$",2018-07-26,2018-07-19
"1519",1993706955,246,1,8664,"Gambler's Warehouse","Dallas","TX",FALSE,"games","playing cards",7500,20,414,FALSE,0,9,24,10,0,0,18,10,"https://www.kickstarter.com/projects/207925240/bicycle-eerie-playing-cards-vintage-horror-theme?ref=category","Bicycle Eerie Playing Cards (Vintage Horror Playing Cards)","Bicycle Eerie Playing Cards features 56 Custom Collectable Playing Cards - Printed by the USPCC.",TRUE,7500,8664,"US","USD","$",2014-10-20,2014-09-30
"1521",1995810435,121,1,2899.55,"DL Designs","Williamsport","PA",FALSE,"games","playing cards",500,14,259,FALSE,0,15,57,7,0,0,16,5,"https://www.kickstarter.com/projects/1500250953/playing-card-designer-sketch-pad?ref=category","Playing Card Designer Sketch Pad","Sketch pad for designing playing cards. Great tool for not only up and coming artists but also professionals.",TRUE,500,2899.55,"US","USD","$",2014-08-06,2014-07-23
"1522",1995908817,148,1,6829,"OMB magic","Beirut","Beirut",FALSE,"games","playing cards",6000,45,615,TRUE,0,15,39,3,0,0,12,1,"https://www.kickstarter.com/projects/omb/fuck-you-playing-cards?ref=category","Fuck You Playing Cards","This campaign is to collect funds for printing the Fuck You deck, and to get some profit so i can afford getting in college!",TRUE,6000,6829,"US","USD","$",2017-10-16,2017-09-01
"1523",1996075964,436,1,14760,"LUX Playing Cards","Fort Worth","TX",FALSE,"games","playing cards",8000,30,1700,TRUE,0,11,69,14,0,0,13,12,"https://www.kickstarter.com/projects/luxplayingcards/british-monarchy-tally-ho-playing-cards-printed-by?ref=category","British Monarchy Tally-Ho Playing Cards, printed by USPCC","The Tally-Ho British Monarchy deck is centuries in the making.",TRUE,8000,14760,"US","USD","$",2015-04-17,2015-03-18
"1524",1998538992,71,1.1982764,3085.56173,"Empire Arts","Tallinn","Harju County",FALSE,"games","playing cards",4193.9674,33,363,FALSE,0,1,7,28,0,0,8,12,"https://www.kickstarter.com/projects/320299580/arbores-v2-playing-cards-gold-foil-0?ref=category","Arbores V.2 Playing Cards // Gold Foil","Arbores V.2 Premium playing cards, designed with attention to detail and printed in high quality playing card stock. For magicians.",FALSE,3500,2575,"DE","EUR","€",2017-10-17,2017-09-14
"1525",1998955367,197,1.17788266,9606.81097496,"Cards Enthusiast","Cologne","North Rhine-Westphalia",FALSE,"games","playing cards",16490.35724,30,1765,TRUE,0,3,49,35,0,1,6,12,"https://www.kickstarter.com/projects/1112236200/twisted-wonderland-manga-playing-cards?ref=category","Twisted Wonderland - Playing Cards","Playing Cards inspired by Alice in Wonderland",FALSE,14000,8156,"DE","EUR","€",2017-11-02,2017-10-03
"1526",2000059837,44,0.71568437,1497.21170204,"A King","Melbourne","VIC",FALSE,"games","playing cards",5009.79059,30,654,TRUE,0,1,4,13,0,0,7,3,"https://www.kickstarter.com/projects/1447275374/metric-playing-cards?ref=category","Metric Playing Cards","A modern deck of playing cards designed for cardists, magicians and collectors!",FALSE,7000,2092,"AU","AUD","$",2015-12-20,2015-11-20
"1527",2000962255,12,1,391,"Mark V","Fresno","CA",FALSE,"games","playing cards",7000,60,218,TRUE,0,0,3,1,0,0,8,1,"https://www.kickstarter.com/projects/18853831/pixle-bug-playing-cards?ref=category","PixLe Bug Playing cards","Please help to fund my new small business idea MK.Decks. Please support this project. Follow us on Instagram. We Design Decks.",FALSE,7000,391,"US","USD","$",2018-01-18,2017-11-19
"1528",2001090014,13,0.75898851,507.76331319,"Jeanette Dunnett","Millet","AB",FALSE,"games","playing cards",4459.05749625,31,465,TRUE,0,0,3,14,0,0,11,1,"https://www.kickstarter.com/projects/748531682/outbreak-playing-cards-relaunch?ref=category","Outbreak Playing Cards Relaunch!","Fun and whimsical zombie playing cards! Outbreak! Can you survive?",FALSE,5875,669,"CA","CAD","$",2017-03-12,2017-02-09
"1529",2002937753,139,0.7386059,3062.9986673,"Kieran Alexander","Nagoya","Chiba Prefecture",FALSE,"games","playing cards",8863.2708,28,626,FALSE,0,5,3,17,0,0,13,12,"https://www.kickstarter.com/projects/1876632331/nipponia-playing-cards?ref=category","Nipponia Playing Cards","Custom illustrated playing cards inspired by medieval Japan and printed by Legends Playing Card Company. Limited production run.",FALSE,12000,4147,"AU","AUD","$",2015-09-11,2015-08-14
"1530",2003978723,103,1.16315452,3837.24676148,"Krishtofor","Schechen","Bavaria",FALSE,"games","playing cards",2268.151314,31,433,FALSE,0,9,80,27,0,0,8,11,"https://www.kickstarter.com/projects/2130017689/krishtofor-playing-cards-foil-and-embossing?ref=category","Krishtofor playing cards // Foil & Embossing","Personalized, numbered, kickstarter exclusive, very limited, poker playing cards with gold foil and your name on sticker seal!",TRUE,1950,3299,"DE","EUR","€",2017-12-03,2017-11-02
"1531",2003992402,388,1,13923,"Leslie Casilli","Warwick","NY",FALSE,"games","playing cards",6500,27,724,TRUE,0,11,105,24,1,0,16,15,"https://www.kickstarter.com/projects/426623920/savage-majesty-the-playing-card-deck?ref=category","Savage Majesty; The Playing Card Deck","Savage Majesty is an illustrated playing card deck featuring fantasy creature paintings by the artist Leslie Casilli.",TRUE,6500,13923,"US","USD","$",2018-02-28,2018-02-01
"1532",2005161023,31,1.2258823,812.7599649,"Barbara Dziadosz & Felix Jung","Hamburg","Hamburg",FALSE,"games","playing cards",3677.6469,30,588,FALSE,0,1,9,13,0,1,9,12,"https://www.kickstarter.com/projects/jungwiealt/quirky-illustrated-playing-cards-full-set?ref=category","Bold illustrated Playing Cards (Full Set)","Full playing card set 52 (+2 Jokers) featuring fun illustrated cards by Barbara Dziadosz",FALSE,3000,663,"DE","EUR","€",2018-03-11,2018-02-09
"1535",2014379363,448,1,16087,"Roman Kotiv","Glendale","CA",FALSE,"games","playing cards",5500,28,606,FALSE,0,16,78,39,0,0,9,13,"https://www.kickstarter.com/projects/891191024/memento-mori-collection-playing-cards-by-noirarts?ref=category","Memento Mori Collection Playing Cards by NoirArts (NPCC)","54 Custom Hand Drawn Playing Cards, That Reminds About The Vanity Of Earthly Life",TRUE,5500,16087,"US","USD","$",2016-05-19,2016-04-21
"1536",2014819195,396,1,15910,"Handlordz LLC","Fort Worth","TX",FALSE,"games","playing cards",1000,14,875,FALSE,3,15,38,10,0,0,13,14,"https://www.kickstarter.com/projects/1014462851/exquisite-special-players-edition-limited?ref=category","Exquisite Special Players Edition - LIMITED!","RARE! - Anika Burrell and De'vo team up for an incredible LIMITED Edition playing card release! For 14 days ONLY! Don't MISS!",TRUE,1000,15910,"US","USD","$",2018-05-27,2018-05-13
"1537",2014854442,255,1,5424,"Collectable Playing Cards","Huntley","IL",FALSE,"games","playing cards",2500,30,334,FALSE,0,2,13,7,0,0,6,9,"https://www.kickstarter.com/projects/2104052526/bicycle-ancient-machine-playing-cards?ref=category","Bicycle Ancient Machine Playing Cards","One for the ages! This deck has the makings of a futuristic, yet olden day design.",TRUE,2500,5424,"US","USD","$",2015-01-26,2014-12-27
"1540",2017467125,43,1,1029,"Tim Olinger","Oklahoma City","OK",FALSE,"games","playing cards",1000,32,658,FALSE,0,14,25,12,0,0,19,1,"https://www.kickstarter.com/projects/1835206317/kingdoms-of-erden-hearts-of-darkness-playing-cards?ref=category","Kingdoms of Erden: Hearts of Darkness Fantasy Playing Cards.","Kingdoms of Erden: Custom Painted deck of fantasy poker playing cards with a depiction of the Carnaros kingdom. 4 flavors of villainy!",TRUE,1000,1029,"US","USD","$",2015-02-02,2015-01-01
"1541",2019118918,147,1,9391,"Rogue Queen Studios","Ashland","OR",FALSE,"games","playing cards",9000,30,1349,TRUE,0,9,16,10,0,1,8,12,"https://www.kickstarter.com/projects/491593934/rogue-queen-playing-cards?ref=category","Rogue Queen Playing Cards","A unique, custom deck of playing cards with stunning art that is made of pure awesome. Printed by the USPCC.",TRUE,9000,9391,"US","USD","$",2015-08-27,2015-07-28
"1543",2020324533,35,0.80259978,1488.01999212,"Nate Galbraith","Toronto","ON",FALSE,"games","playing cards",4815.59868,30,969,TRUE,1,4,15,10,0,0,3,20,"https://www.kickstarter.com/projects/sketchnate/freak-war?ref=category","Freak War","The world's FASTEST trading card game that ANYONE can play.",FALSE,6000,1854,"CA","CAD","$",2018-02-14,2018-01-15
"1544",2021440828,116,1.24296945,4715.8260933,"Michele Spatola","Milan","Lombardy",FALSE,"games","playing cards",6836.331975,35,211,FALSE,0,9,17,33,0,0,7,11,"https://www.kickstarter.com/projects/1184340203/antagon-bicycle-playing-cards-poker-size?ref=category","Antagon Bicycle Playing Cards Poker Size.","Printed by USPCC, Bicycle branded, Air Cushion Finish, Limited Edition.",FALSE,5500,3794,"IT","EUR","€",2018-03-04,2018-01-28
"1547",2026307755,171,0.75172201,10247.2639581572,"Iluzija Animation Studio","Melbourne","VIC",FALSE,"games","playing cards",9772.38613,13,389,FALSE,0,30,41,15,0,0,14,1,"https://www.kickstarter.com/projects/iluzijastudio/the-phantom-of-the-opera-playing-cards-deck?ref=category","The Phantom of the Opera - Playing Cards Deck","The first ever elaborately designed playing cards deck based on 
The Phantom of the Opera by Gaston Leroux",TRUE,13000,13631.72,"AU","AUD","$",2015-07-19,2015-07-06
"1551",2027686265,166,1.31421242,6243.82320742,"Luke Wadey","London","England",FALSE,"games","playing cards",9856.59315,30,1337,FALSE,0,19,20,15,0,0,9,1,"https://www.kickstarter.com/projects/1434465201/grid-series-two-typographic-poker-playing-cards?ref=category","Grid Series Two - Typographic Poker Playing Cards","USPCC Bicycle printed poker playing cards inspired by International Graphic Design Styles. Second series in three part collection.",FALSE,7500,4751,"GB","GBP","£",2017-12-11,2017-11-11
"1552",2028564604,450,1,10420,"Cellar Window","Queens","NY",FALSE,"games","playing cards",8000,20,702,FALSE,0,5,64,16,0,0,14,1,"https://www.kickstarter.com/projects/1445131985/cabinet-of-curiosities-playing-cards?ref=category","Cabinet of Curiosities - Playing Cards","A most curious collection of playing cards inside a pocket sized cabinet.",TRUE,8000,10420,"US","USD","$",2018-02-06,2018-01-17
"1553",2031130631,311,1,16565,"Gavin","Mesa","AZ",FALSE,"games","playing cards",15000,34,335,FALSE,0,29,122,26,0,0,21,11,"https://www.kickstarter.com/projects/1579081716/hawaiian-playing-cards-uspcc-bicycle-stock?ref=category","Hawaiian Playing Cards, Bicycle, Standard, & Limited","Hawaiian Heritage themed Playing cards, Printed by the USPCC.",TRUE,15000,16565,"US","USD","$",2014-06-09,2014-05-06
"1555",2036567475,41,1,1330,"Stephen Westman","Fort Oglethorpe","GA",FALSE,"games","playing cards",8000,45,789,TRUE,0,0,4,20,0,1,9,1,"https://www.kickstarter.com/projects/vikingpoker/viking-poker-kickstarter?ref=category","VIKING POKER KICKSTARTER","Viking Poker is a playing card deck that offers a new level of strategy to poker games by adding abilities to normal playing cards.",FALSE,8000,1330,"US","USD","$",2015-03-15,2015-01-29
"1557",2037869336,249,1,7091,"Collectable Playing Cards","Huntley","IL",FALSE,"games","playing cards",4000,36,288,TRUE,0,3,13,11,0,0,7,12,"https://www.kickstarter.com/projects/2104052526/bicycle-limited-edition-vincents-royals-playing-ca?ref=category","Bicycle Limited Edition Vincent's Royals Playing Cards","One of the most famous artists in the world gave us his art to admire, to inspire thousands of arts to come. he is....Vincent",TRUE,4000,7091,"US","USD","$",2016-02-21,2016-01-16
"1561",2039228443,240,1,13509.64,"Handlordz LLC","Fort Worth","TX",FALSE,"games","playing cards",1000,14,938,TRUE,11,13,23,20,0,0,12,12,"https://www.kickstarter.com/projects/1014462851/wtf2-cardistry-cardistry-switch-playing-cards-limi?ref=category","WTF2 CARDISTRY + CARDISTRY SWITCH PLAYING CARDS -LIMITED","The follow up to the 2017 Cardistry Deck Of The Year is HERE!  WTF2 can not only transform visuals, it can spell any word!!!",TRUE,1000,13509.64,"US","USD","$",2018-04-29,2018-04-15
"1562",2039273176,265,1,6490,"Wilbur Wonder","Chicago","IL",FALSE,"games","playing cards",6000,30,454,FALSE,0,12,49,9,0,0,8,10,"https://www.kickstarter.com/projects/wilburwonder/green-stamps-playing-cards?ref=category","Green Stamps Playing Cards","Collect your S&H Green Stamp Playing Cards Now!",TRUE,6000,6490,"US","USD","$",2017-07-26,2017-06-26
"1563",2041123647,84,0.75712492,2050.29428336,"Jianhao Cai","Toronto","ON",FALSE,"games","playing cards",10599.74888,40,1922,FALSE,0,12,15,23,0,0,7,20,"https://www.kickstarter.com/projects/1503469489/sirens-deck-premium-silk-card-stock-collections?ref=category","Siren's deck, self published silk CardStock collections","Siren themed playing cards printed on the new SILK CARDSTOCK.   come in if you are up for something new, and a story.",FALSE,14000,2708,"CA","CAD","$",2015-10-31,2015-09-21
"1564",2043460399,84,1,1928,"Paul Robaia","San Diego","CA",FALSE,"games","playing cards",5500,30,990,TRUE,0,0,6,13,0,0,12,6,"https://www.kickstarter.com/projects/1321569508/casual-playing-cards?ref=category","Casual Playing Cards","A unique geometric back design with simplified faces that will compliment the modern cardist, magician, and/or card collector.",FALSE,5500,1928,"US","USD","$",2016-02-08,2016-01-09
"1565",2043787328,20,1.176994,517.87736,"Facundo Magic Card Creator","Madrid","Madrid",FALSE,"games","playing cards",10528.21133,30,729,TRUE,0,0,2,7,0,0,5,8,"https://www.kickstarter.com/projects/228043199/signature-phi-playing-cards?ref=category","Signature PHI Playing Cards","High quality, unique and elegant deck with inspiring back design. Only 500 decks will be printed so only a few will own one!",FALSE,8945,440,"ES","EUR","€",2017-11-23,2017-10-24
"1567",2047362075,473,1,21436,"Ben Vierck","San Francisco","CA",FALSE,"games","playing cards",7770,33,439,TRUE,4,14,94,21,0,0,18,10,"https://www.kickstarter.com/projects/798111038/four-point-playing-cards-uspcc-printed?ref=category","Four Point Playing Cards - USPCC Printed","A unique deck of playing cards, illustrated by hand and professionally printed by the USPCC. Original drawings available as rewards.",TRUE,7770,21436,"US","USD","$",2014-09-06,2014-08-04
"1568",2047381179,44,1,1162,"Jade Gal","Richmond","TX",FALSE,"games","playing cards",7500,30,241,FALSE,0,3,2,4,1,0,8,3,"https://www.kickstarter.com/projects/751786802/limited-edition-classic-monster-playing-cards?ref=category","Bicycle Limited Edition Watercolor Monster Playing Cards","Produced by Bicycle Playing Cards, a limited edition set of playing cards featuring water colored suits of classic Halloween monsters.",FALSE,7500,1162,"US","USD","$",2015-08-01,2015-07-02
"1570",2049677563,221,1,8795,"Handlordz LLC","Fort Worth","TX",FALSE,"games","playing cards",1000,14,812,FALSE,6,18,26,19,0,0,7,13,"https://www.kickstarter.com/projects/1014462851/cardistry-ninjas-kiwi-limited-edition-playing-card?ref=category","CARDISTRY NINJAS - KIWI - LIMITED EDITION PLAYING CARDS","Limited Edition, world class stock/finish,changes designs when manipulated.  Created by card legend De'vo. 14 days only, don't miss!!!",TRUE,1000,8795,"US","USD","$",2018-02-18,2018-02-04
"1571",2050429538,93,1,5215,"Natalia Silva","Los Angeles","CA",FALSE,"games","playing cards",5000,23,441,FALSE,0,0,30,21,0,0,15,15,"https://www.kickstarter.com/projects/393497409/the-last-legion?ref=category","""THE LAST LEGION""","Apocalyptic Supernatural Playing Cards inspired by the post-apocalyptic battle between angels and humans.",TRUE,5000,5215,"US","USD","$",2018-06-05,2018-05-13
"1572",2050760310,11,1,213,"Carlos Contreras","Bayamón","Cidra",FALSE,"games","playing cards",11600,30,192,FALSE,0,2,4,5,0,0,11,1,"https://www.kickstarter.com/projects/carloscontreras/tallans-playing-cards-by-carlos-contreras?ref=category","Tallans Playing Cards by Carlos Contreras","Tallans is a deck that I designed back when I was 14 years old, and now I've make some changes and decide it was time to produce it.",FALSE,11600,213,"US","USD","$",2015-03-04,2015-02-02
"1573",2051072476,17,1.16838946,334.15938556,"Maria (deleted)","Paris","Ile-de-France",FALSE,"games","playing cards",2336.77892,30,75,FALSE,0,0,2,5,0,0,6,12,"https://www.kickstarter.com/projects/597888485/olympuss?ref=category","OLYMPUSS","""OLYMPUS"" is a custom deck of playing cards inspired by the Greek mythology. Printed by MPC",FALSE,2000,286,"FR","EUR","€",2017-08-28,2017-07-29
"1574",2051708702,232,1.47095381,4392.26807666,"James","Essex","England",FALSE,"games","playing cards",3677.384525,45,444,TRUE,0,10,32,7,0,0,10,5,"https://www.kickstarter.com/projects/achievecr/designer-playing-cards-cmyk-trumps-deck?ref=category","Designer Playing Cards + CMYK Trumps Deck","The COLOURFULEST deck of playing cards you'll ever find. A CMYK colour swatch tool. And a game of trumps. By designer, for designers.",TRUE,2500,2986,"GB","GBP","£",2016-07-11,2016-05-27
"1575",2052180318,322,1.07167008,15640.596149568,"Bona fide Playing Cards","Barcelona","Catalonia",FALSE,"games","playing cards",10716.7008,20,1237,FALSE,0,13,64,42,0,0,11,10,"https://www.kickstarter.com/projects/bonafideplayingcards/alexandre-dumas-classics-playing-cards?ref=category","Alexandre Dumas Classics' Playing Cards","Tribute to Alexandre Dumas Classics: The Count of Monte Cristo and The Three Musketeers Playing Cards; 20-day campaign",TRUE,10000,14594.6,"ES","EUR","€",2017-05-12,2017-04-22
"1576",2054611586,476,1,23221,"Kevin Prince","Las Vegas","NV",FALSE,"games","playing cards",5000,35,1048,TRUE,2,16,61,9,3,0,17,1,"https://www.kickstarter.com/projects/kprince/art-of-the-patent-playing-cards?ref=category","Art of the Patent - Playing Cards","Celebrate over 200 years of the most famous and bizarre patent artwork through playing cards! One line-art illustration per card.",TRUE,5000,23221,"US","USD","$",2017-10-08,2017-09-03
"1577",2057305608,25,1,652,"Jared Hall","Findlay","OH",FALSE,"games","playing cards",3600,20,320,TRUE,0,0,0,2,0,0,11,1,"https://www.kickstarter.com/projects/783676035/occupied-playing-cards-0?ref=category","Occupied Playing Cards","A deck of cards designed for cardistry at an affordable price, printed on classic uspcc stock with an air-cushion finish.",FALSE,3600,652,"US","USD","$",2018-06-20,2018-05-31
